timestamp,open,high,low,close,volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore,date,rsi,ret_1,ret_3,ret_5,rsi_change_1,rsi_change_3,rsi_change_5,rsi_mean_5,rsi_mean_10,rsi_std_5,rsi_std_10,rsi_distance_30,rsi_distance_70,price_range_pct,price_pivot_low,price_pivot_high,rsi_pivot_low,rsi_pivot_high,bullish_divergence,bearish_divergence,div_price_change,div_rsi_change,div_bars_gap,signal_side,exit_idx,exit_reason,realized_pnl,target
2021-03-04 04:45:00,49319.41,49354.24,49010.1,49065.33,1055.597373,2021-03-04 04:59:59.999,51894138.90542952,30036,554.822946,27276873.74061598,0,2021-03-04,56.04262160916393,-0.005109362209739232,-0.008493174380759472,-0.018256720589318154,6.04262160916393,6.04262160916393,6.04262160916393,51.20852432183278,50.60426216091639,2.702342536079944,1.9108447323509803,26.04262160916393,13.95737839083607,0.007013913898062021,True,False,False,False,True,False,-0.020596772232842623,6.04262160916393,19.0,1,108,stop_loss,-107.76399999999995,0
2021-03-05 18:15:00,48337.64,48558.5,48308.85,48525.12,897.529869,2021-03-05 18:29:59.999,43492815.71614485,28304,501.374835,24298245.38650151,0,2021-03-05,57.56343578513749,0.0037730603491072934,0.009534013566522503,0.019899391193555882,1.4285013869601286,3.690650191210665,7.921483035128567,54.757426800059,51.483605335416904,2.122789920707501,4.06213302639268,27.563435785137493,12.436564214862507,0.005144758013993607,False,True,False,True,False,True,0.0007610095812962707,-2.777533328055654,16.0,-1,326,stop_loss,-101.875,0
2021-03-07 14:00:00,50764.44,51250.0,50700.49,50782.47,1145.123865,2021-03-07 14:14:59.999,58406644.50416053,39760,675.674221,34468775.83439608,0,2021-03-07,61.59163334719953,0.00035516987875761075,0.0020159707026201623,0.000714733319933325,0.1989265024850866,1.1003435651190827,-0.1618144967766071,60.93723600579621,61.33722501946623,0.6311422463278176,1.2874994704754683,31.591633347199533,8.408366652800467,0.010820860032999617,False,True,False,True,False,True,0.00032442973643779626,-2.4132185296113136,10.0,-1,490,stop_loss,-108.84199999999983,0
2021-03-09 06:00:00,54254.52,54448.0,54194.11,54264.42,868.137332,2021-03-09 06:14:59.999,47169879.6285794,28882,423.847342,23030144.73316059,0,2021-03-09,68.3423333910695,0.0001824732759594383,0.0006064737616660043,0.010908200767229204,0.06372674587372273,-0.39894517227082815,3.2239283511770225,67.97142303978211,67.69459348754731,0.7225509687604474,1.5490181561314256,38.3423333910695,1.6576666089304979,0.00467875635637494,False,True,False,False,False,True,0.010723864085290248,-2.6648030683257673,15.0,-1,644,stop_loss,-103.21949999999998,0
2021-03-09 10:00:00,54112.5,54355.0,54100.0,54265.57,1247.165247,2021-03-09 10:14:59.999,67659742.883669,22600,676.029501,36681442.38030563,0,2021-03-09,63.49762561827021,0.002828736428736489,0.006178481004443626,0.004475435729333288,1.3149432714733322,2.3067953968854624,0.6549621262439516,62.76012327356134,61.946946166842544,1.0489733464591335,1.5765712226617108,33.49762561827021,6.502374381729787,0.004699112162647513,False,True,False,False,False,True,2.119252357256293e-05,-4.844707772799289,16.0,-1,644,stop_loss,-103.1619999999999,0
2021-03-10 19:00:00,56730.55,57290.0,56595.76,57270.32,1275.729243,2021-03-10 19:14:59.999,72677992.45136411,31924,720.401024,41056531.76613812,0,2021-03-10,65.32840032977818,0.009514804547956057,0.009842693237353872,0.007216143648233642,3.755764196505986,3.1149746617972696,1.288423613540587,63.29831783527827,64.33583403667072,1.472141655739914,2.2444838263699896,35.32840032977818,4.671599670221823,0.01212216030921423,False,True,False,True,False,True,0.0045744983338750714,-2.973694309555299,9.0,-1,910,stop_loss,-112.32050000000018,0
2021-03-12 18:00:00,57175.26,57662.0,57070.0,57586.76,790.441554,2021-03-12 18:14:59.999,45387615.76674803,19554,447.951436,25718853.44509843,0,2021-03-12,57.26686031890231,0.007184309357826768,0.0012560306510427388,0.003827099139037893,3.1928883859255066,-0.2064340197385306,0.8840251555136263,56.58566052036393,56.499285034598664,1.425307423015624,1.4882690736726172,27.26686031890231,12.73313968109769,0.01028014078236039,False,True,False,False,False,True,0.0001745497441587564,-1.1303507508508588,7.0,-1,913,stop_loss,-101.9994999999999,0
2021-03-13 17:45:00,60012.63,60520.0,59947.47,60333.33,1490.504229,2021-03-13 17:59:59.999,89817695.68773681,30277,655.979854,39523195.5283355,0,2021-03-13,66.03814398543983,0.005263805952306244,0.008233704797844688,0.010662884888785529,2.3994560496745407,3.5149226600619343,4.671244925435637,63.771434460455154,62.76825007120766,1.4983759813120088,1.6503578536310965,36.03814398543983,3.961856014560169,0.009489448038091033,False,True,False,True,False,True,0.006222961230949941,-1.2603431453963765,14.0,-1,1053,opposite_divergence,28.213999999999942,1
2021-03-14 22:00:00,60081.55,60163.1,59733.38,59769.05,430.354368,2021-03-14 22:14:59.999,25784133.68693786,17214,167.051256,10011333.28482814,0,2021-03-14,45.57949738520729,-0.0052010983739764205,-0.003627639878599709,-0.008220928812461392,-3.492819213514842,-2.2470744318262206,-5.482677569190685,47.79969981807575,47.60369951588287,1.5031999000106193,1.8748444970737561,15.57949738520729,24.42050261479271,0.007189674254484572,True,False,True,False,True,False,-0.0005351076611531068,0.28298400412491986,8.0,1,1096,stop_loss,-100.5675000000003,0
2021-03-15 12:00:00,56150.8,56239.45,55179.0,55218.25,2089.242319,2021-03-15 12:14:59.999,116258758.77791037,44194,955.061062,53123768.29730117,0,2021-03-15,32.49741289822853,-0.016607780585099485,-0.016313291877753988,-0.02017367005032722,-3.7877576241909026,-2.8256858191431746,-3.587873494020066,35.29796327118832,34.33985268909074,1.8374417505435328,1.9867128068438704,2.497412898228532,37.50258710177147,0.019204701344211327,True,False,True,False,True,False,-0.004703923378879537,4.550429340393649,10.0,1,1349,opposite_divergence,203.65900000000002,1
